"id","name","description","wbs","current_status","Resource","PlannedStartDate","PlannedEndDate","ActualStartDate","ActualEndDate","action","predecessor_successor","progress","assigned_to","proj_id","created_at","updated_at","ActualResource"
"2507","Create program charter document","","1.1.15",1,"","2009-04-28 08:00:00","2009-04-30 17:00:00","2009-04-28 08:00:00","2009-04-30 17:00:00","","",0,NULL,"22","2024-07-10 00:35:23.55842","2024-07-10 00:35:23.55842",""
"2508","Develop charter slides","","1.1.16",1,"","2009-04-29 08:00:00","2009-04-30 17:00:00","2009-04-29 08:00:00","2009-04-30 17:00:00","","",0,NULL,"22","2024-07-10 00:35:23.642462","2024-07-10 00:35:23.642462",""
"2509","Sign off on initial project charter document","","1.1.17",1,"","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","","",0,NULL,"22","2024-07-10 00:35:23.726645","2024-07-10 00:35:23.726645",""
"2510","BUSINESS COMMIT PHASE","","1.2",1,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"22","2024-07-10 00:35:23.810655","2024-07-10 00:35:23.810655",""
"2511","Design components of data governance framework","","1.2.1",1,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"22","2024-07-10 00:35:23.894638","2024-07-10 00:35:23.894638",""
"2512","Data quality framework","","1.2.1.1",1,"","2009-04-14 08:00:00","2009-05-25 17:00:00","2009-04-14 08:00:00","2009-05-25 17:00:00","","",0,NULL,"22","2024-07-10 00:35:23.978477","2024-07-10 00:35:23.978477",""
"2513","DEFINE data quality steps and processes","","1.2.1.1.1",1,"","2009-04-14 08:00:00","2009-04-17 17:00:00","2009-04-14 08:00:00","2009-04-17 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.061526","2024-07-10 00:35:24.061526",""
"2514","Identify and define data quality standards","","1.2.1.1.2",1,"","2009-04-20 08:00:00","2009-04-21 17:00:00","2009-04-20 08:00:00","2009-04-21 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.145532","2024-07-10 00:35:24.145532",""
"2515","Define execution steps and roles for data quality framework","","1.2.1.1.3",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.225317","2024-07-10 00:35:24.225317",""
"2516","Define alignment scope with DQIm processes","","1.2.1.1.4",1,"","2009-04-29 08:00:00","2009-05-01 17:00:00","2009-04-29 08:00:00","2009-05-01 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.305506","2024-07-10 00:35:24.305506",""
"2517","Identify use case for data quality framework - Scope for use case","","1.2.1.1.5",1,"","2009-05-12 08:00:00","2009-05-14 17:00:00","2009-05-12 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.389618","2024-07-10 00:35:24.389618",""
"2518","Collect information/processes/data for the use case (preliminary)","","1.2.1.1.6",1,"","2009-05-12 08:00:00","2009-05-18 17:00:00","2009-05-12 08:00:00","2009-05-18 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.469268","2024-07-10 00:35:24.469268",""
"2519","Define requirements for use case","","1.2.1.1.7",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.549329","2024-07-10 00:35:24.549329",""
"2520","Analyze findings and design use case process steps","","1.2.1.1.8",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.630518","2024-07-10 00:35:24.630518",""
"2521","Document analysis and resulting business case in BC preso","","1.2.1.1.9",1,"","2009-05-21 08:00:00","2009-05-25 17:00:00","2009-05-21 08:00:00","2009-05-25 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.713314","2024-07-10 00:35:24.713314",""
"2522","MEASURE Data Quality","","1.2.1.2",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.793273","2024-07-10 00:35:24.793273",""
"2523","Define data quality metrics for Scope","","1.2.1.2.1",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.877371","2024-07-10 00:35:24.877371",""
"2524","Review data quality steps and standards for Perfect Order","","1.2.1.2.1.1",1,"","2009-05-04 08:00:00","2009-05-08 17:00:00","2009-05-04 08:00:00","2009-05-08 17:00:00","","",0,NULL,"22","2024-07-10 00:35:24.957381","2024-07-10 00:35:24.957381",""
"2525","ANALYZE data quality metrics for perfect order","Due to constrains in availability of data, focused on end to end process for perfect order and quality/Governance opportunities","1.2.1.2.1.2",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.042658","2024-07-10 00:35:25.042658",""
"2526","DESIGN data quality metrics for Perfect Order","","1.2.1.2.1.3",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.126343","2024-07-10 00:35:25.126343",""
"2527","Data Governance cycle","","1.2.1.3",1,"","2009-05-13 08:00:00","2009-05-21 17:00:00","2009-05-13 08:00:00","2009-05-21 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.210439","2024-07-10 00:35:25.210439",""
"2528","DESIGN Key data governance processes","","1.2.1.3.1",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.298426","2024-07-10 00:35:25.298426",""
"2529","Define RACI for these processes","Require to validate RACI with sponsors","1.2.1.3.2",1,"","2009-05-20 08:00:00","2009-05-21 17:00:00","2009-05-20 08:00:00","2009-05-21 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.39438","2024-07-10 00:35:25.39438",""
"2530","Definitions of key components","","1.2.1.4",1,"","2009-04-27 08:00:00","2009-05-19 17:00:00","2009-04-27 08:00:00","2009-05-19 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.474438","2024-07-10 00:35:25.474438",""
"2531","Agreed upon definitions for key data roles - RACI for key data roles","","1.2.1.4.1",1,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.558623","2024-07-10 00:35:25.558623",""
"2532","Definitions documented for data artifacts(BDO, metrics etc)","","1.2.1.4.2",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.642677","2024-07-10 00:35:25.642677",""
"2533","Definitions stored in a standard format and location","","1.2.1.4.3",1,"","2009-05-15 08:00:00","2009-05-19 17:00:00","2009-05-15 08:00:00","2009-05-19 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.726429","2024-07-10 00:35:25.726429",""
"2534","Data management office","","1.2.1.5",1,"","2009-04-16 08:00:00","2009-05-01 17:00:00","2009-04-16 08:00:00","2009-05-01 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.81078","2024-07-10 00:35:25.81078",""
"2535","Defining structure for data management office","","1.2.1.5.1",1,"","2009-04-16 08:00:00","2009-04-24 17:00:00","2009-04-16 08:00:00","2009-04-24 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.894761","2024-07-10 00:35:25.894761",""
"2536","VERIFY structure against data quality framework ","","1.2.1.5.2",1,"","2009-04-27 08:00:00","2009-05-01 17:00:00","2009-04-27 08:00:00","2009-05-01 17:00:00","","",0,NULL,"22","2024-07-10 00:35:25.982339","2024-07-10 00:35:25.982339",""
"2537","Tools","","1.2.1.6",1,"","2009-05-01 08:00:00","2009-05-14 17:00:00","2009-05-01 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.066416","2024-07-10 00:35:26.066416",""
"2538","Identify tools for data quality (dataFlux)","","1.2.1.6.1",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.149646","2024-07-10 00:35:26.149646",""
"2539","Prototype data quality use case","Moved this to Concept Commit","1.2.1.6.2",1,"","2009-05-08 08:00:00","2009-05-14 17:00:00","2009-05-08 08:00:00","2009-05-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.23365","2024-07-10 00:35:26.23365",""
"2540","Data Policies and procedures","","1.2.1.7",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.317363","2024-07-10 00:35:26.317363",""
"2541","Identify high level  business policies for data governance","","1.2.1.7.1",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.405779","2024-07-10 00:35:26.405779",""
"2542","Define scope, organization..","Moved this to Concept Commit","1.2.1.7.1.1",1,"","2009-05-13 08:00:00","2009-05-13 17:00:00","2009-05-13 08:00:00","2009-05-13 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.486508","2024-07-10 00:35:26.486508",""
"2543","Define Controls","Moved to Concept Commit","1.2.1.7.1.2",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.565784","2024-07-10 00:35:26.565784",""
"2544","Define issue resolution cycle and corresponding roles","Moved to CC","1.2.1.7.1.3",1,"","2009-05-14 08:00:00","2009-05-20 17:00:00","2009-05-14 08:00:00","2009-05-20 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.645293","2024-07-10 00:35:26.645293",""
"2545","Define change management process as part of data governance","Moved to CC","1.2.1.7.1.4",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.726043","2024-07-10 00:35:26.726043",""
"2546","benchmark with leading practices","Moved to CC","1.2.1.7.1.5",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.809495","2024-07-10 00:35:26.809495",""
"2547","Communication to stakeholders","","1.2.1.8",1,"","2009-05-18 08:00:00","2009-05-26 17:00:00","2009-05-18 08:00:00","2009-05-26 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.893283","2024-07-10 00:35:26.893283",""
"2548","Communicate BC deliverables to stakeholders","","1.2.1.8.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"22","2024-07-10 00:35:26.977406","2024-07-10 00:35:26.977406",""
"2549","Resolve any stakeholder issues","","1.2.1.8.2",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.061456","2024-07-10 00:35:27.061456",""
"2550","Business Commit gate - Sign off ","","1.2.1.9",1,"","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","","",0,NULL,"22","2024-07-10 00:35:27.149466","2024-07-10 00:35:27.149466",""
"2551","CONCEPT COMMIT PHASE","","1.3",1,"","2009-06-08 08:00:00","2009-10-23 17:00:00","2009-06-08 08:00:00","2009-10-23 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.237485","2024-07-10 00:35:27.237485",""
"2552","Data Governance Program POC ","","1.3.1",1,"","2009-06-08 08:00:00","2009-08-13 12:00:00","2009-06-08 08:00:00","2009-08-13 12:00:00","","",0,NULL,"22","2024-07-10 00:35:27.317641","2024-07-10 00:35:27.317641",""
"2553","POC requirements","","1.3.1.1",1,"","2009-06-08 08:00:00","2009-08-10 12:00:00","2009-06-08 08:00:00","2009-08-10 12:00:00","","",0,NULL,"22","2024-07-10 00:35:27.397229","2024-07-10 00:35:27.397229",""
"2554","Scope and BRD","","1.3.1.1.1",1,"","2009-06-08 08:00:00","2009-07-10 17:00:00","2009-06-08 08:00:00","2009-07-10 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.481642","2024-07-10 00:35:27.481642",""
"2555","Define and document scope of POC","","1.3.1.1.1.1",1,"","2009-06-08 08:00:00","2009-06-26 17:00:00","2009-06-08 08:00:00","2009-06-26 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.56137","2024-07-10 00:35:27.56137",""
"2556","Idenify all stakeholders for POC","Working on stakeholders for Item Hub","1.3.1.1.1.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.64284","2024-07-10 00:35:27.64284",""
"2557","Item Setup POC","RISK given the delays since 6/17/09 for alignment with BIDS","1.3.1.1.1.2.1",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.7253","2024-07-10 00:35:27.7253",""
"2558","Perfect Order OTS metric","","1.3.1.1.1.2.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.805316","2024-07-10 00:35:27.805316",""
"2559","Communicate POC OTS scope, resource and support requirements to stakeholders","","1.3.1.1.1.3",1,"","2009-06-30 08:00:00","2009-07-01 17:00:00","2009-06-30 08:00:00","2009-07-01 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.885537","2024-07-10 00:35:27.885537",""
"2560","Document data quality and governance requrements for POC - BRD (OTS and Item)","","1.3.1.1.1.4",1,"","2009-06-29 08:00:00","2009-07-08 17:00:00","2009-06-29 08:00:00","2009-07-08 17:00:00","","",0,NULL,"22","2024-07-10 00:35:27.965766","2024-07-10 00:35:27.965766",""
"2561","Validate requirements with Biz and IT SMEs (OTS and Item)","","1.3.1.1.1.5",1,"","2009-07-09 08:00:00","2009-07-10 17:00:00","2009-07-09 08:00:00","2009-07-10 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.049636","2024-07-10 00:35:28.049636",""
"2562","Identify resources, dependencies and mitigation plan","","1.3.1.1.1.6",1,"","2009-07-02 08:00:00","2009-07-07 17:00:00","2009-07-02 08:00:00","2009-07-07 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.134661","2024-07-10 00:35:28.134661",""
"2563","Data collection plan","","1.3.1.1.2",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.218423","2024-07-10 00:35:28.218423",""
"2564","Define data collection plan (append BRD)","","1.3.1.1.2.1",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.302845","2024-07-10 00:35:28.302845",""
"2565","Test Plan","","1.3.1.1.3",1,"","2009-07-10 08:00:00","2009-07-17 17:00:00","2009-07-10 08:00:00","2009-07-17 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.386464","2024-07-10 00:35:28.386464",""
"2566","Define test plan","","1.3.1.1.3.1",1,"","2009-07-16 08:00:00","2009-07-17 17:00:00","2009-07-16 08:00:00","2009-07-17 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.474559","2024-07-10 00:35:28.474559",""
"2567","Allocate resources and obtain commitment from Managers","","1.3.1.1.3.2",1,"","2009-07-10 08:00:00","2009-07-13 12:00:00","2009-07-10 08:00:00","2009-07-13 12:00:00","","",0,NULL,"22","2024-07-10 00:35:28.562631","2024-07-10 00:35:28.562631",""
"2568","BRD sign off","","1.3.1.1.3.3",1,"","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.646494","2024-07-10 00:35:28.646494",""
"2569","Execute Data quality and data governance for defined scope","","1.3.1.1.4",1,"","2009-06-29 08:00:00","2009-08-10 12:00:00","2009-06-29 08:00:00","2009-08-10 12:00:00","","",0,NULL,"22","2024-07-10 00:35:28.730519","2024-07-10 00:35:28.730519",""
"2570","Collect actual data per data collection plan","","1.3.1.1.4.1",1,"","2009-07-20 08:00:00","2009-07-24 17:00:00","2009-07-20 08:00:00","2009-07-24 17:00:00","","",0,NULL,"22","2024-07-10 00:35:28.814377","2024-07-10 00:35:28.814377",""
"2571","POC: Using DataFlux execute data quality & governance requirements ","","1.3.1.1.4.2",1,"","2009-07-27 08:00:00","2009-07-29 12:00:00","2009-07-27 08:00:00","2009-07-29 12:00:00","","",0,NULL,"22","2024-07-10 00:35:28.898767","2024-07-10 00:35:28.898767",""
"2572","Perfect Order POC","","1.3.1.1.4.2.1",1,"","2009-07-27 08:00:00","2009-07-29 12:00:00","2009-07-27 08:00:00","2009-07-29 12:00:00","","",0,NULL,"22","2024-07-10 00:35:28.982617","2024-07-10 00:35:28.982617",""
"2573","Establish data quality scorecard","","1.3.1.1.4.3",1,"","2009-07-20 08:00:00","2009-07-31 12:00:00","2009-07-20 08:00:00","2009-07-31 12:00:00","","",0,NULL,"22","2024-07-10 00:35:29.062283","2024-07-10 00:35:29.062283",""
"2574","Perfect Order POC","","1.3.1.1.4.3.1",1,"","2009-07-20 08:00:00","2009-07-21 17:00:00","2009-07-20 08:00:00","2009-07-21 17:00:00","","",0,NULL,"22","2024-07-10 00:35:29.147042","2024-07-10 00:35:29.147042",""
"2575","Validate results with SMEs","","1.3.1.1.4.3.2",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"22","2024-07-10 00:35:29.230609","2024-07-10 00:35:29.230609",""
"2576","Perfect Order POC","","1.3.1.1.4.3.2.1",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"22","2024-07-10 00:35:29.314641","2024-07-10 00:35:29.314641",""
"2577","Validate proposed governance structure and RACI with results and actions","","1.3.1.1.4.4",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"22","2024-07-10 00:35:29.398613","2024-07-10 00:35:29.398613",""
"2578","Document results for Concept Commit","","1.3.1.1.4.5",1,"","2009-07-31 13:00:00","2009-08-03 12:00:00","2009-07-31 13:00:00","2009-08-03 12:00:00","","",0,NULL,"22","2024-07-10 00:35:29.486545","2024-07-10 00:35:29.486545",""
"2579"," POC success measures","","1.3.1.1.4.6",1,"","2009-07-06 08:00:00","2009-07-21 17:00:00","2009-07-06 08:00:00","2009-07-21 17:00:00","","",0,NULL,"22","2024-07-10 00:35:29.570284","2024-07-10 00:35:29.570284",""
"2580","Define POC success measures for PO and Item","","1.3.1.1.4.6.1",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"22","2024-07-10 00:35:29.650535","2024-07-10 00:35:29.650535",""
"2581","Validate POC success measures with sponsors","","1.3.1.1.4.6.2",1,"","2009-07-16 08:00:00","2009-07-21 17:00:00","2009-07-16 08:00:00","2009-07-21 17:00:00","","",0,NULL,"22","2024-07-10 00:35:29.734492","2024-07-10 00:35:29.734492",""
"2582","Define Broader Launch Plan ","","1.3.1.1.4.7",1,"","2009-06-29 08:00:00","2009-07-17 17:00:00","2009-06-29 08:00:00","2009-07-17 17:00:00","","",0,NULL,"22","2024-07-10 00:35:29.818579","2024-07-10 00:35:29.818579",""
"2583","Identify and analyze stakeholders for Program launch - Go Live","","1.3.1.1.4.7.1",1,"","2009-06-29 08:00:00","2009-07-01 17:00:00","2009-06-29 08:00:00","2009-07-01 17:00:00","","",0,NULL,"22","2024-07-10 00:35:29.902218","2024-07-10 00:35:29.902218",""
"2584","Identify all resources required for Go-Live","","1.3.1.1.4.7.2",1,"","2009-07-13 08:00:00","2009-07-14 17:00:00","2009-07-13 08:00:00","2009-07-14 17:00:00","","",0,NULL,"22","2024-07-10 00:35:29.986264","2024-07-10 00:35:29.986264",""
"2585","Create plan for certifiying 1 cross-functional BDO owned by CVCM - Target completion Q1FY10 (pending input)","","1.3.1.1.4.7.3",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"22","2024-07-10 00:35:30.070508","2024-07-10 00:35:30.070508",""
"2586","Identify resources required for certifications","","1.3.1.1.4.7.4",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"22","2024-07-10 00:35:30.154514","2024-07-10 00:35:30.154514",""
"2587","Validate DQIm and certification plan with BIDS and obtain sign off from BIDS and impacted stakeholders","","1.3.1.1.4.7.5",1,"","2009-07-13 08:00:00","2009-07-15 17:00:00","2009-07-13 08:00:00","2009-07-15 17:00:00","","",0,NULL,"22","2024-07-10 00:35:30.242357","2024-07-10 00:35:30.242357",""
"2588","Define Go-Live roadmap (FY10)","","1.3.1.1.4.7.6",1,"","2009-07-13 08:00:00","2009-07-17 17:00:00","2009-07-13 08:00:00","2009-07-17 17:00:00","","",0,NULL,"22","2024-07-10 00:35:30.326531","2024-07-10 00:35:30.326531",""
"2589","Collaborate with ODLE and define org adoption strategy","","1.3.1.1.4.7.7",1,"","2009-07-13 08:00:00","2009-07-16 17:00:00","2009-07-13 08:00:00","2009-07-16 17:00:00","","",0,NULL,"22","2024-07-10 00:35:30.410754","2024-07-10 00:35:30.410754",""
"2590","Communication to stakeholders","","1.3.1.1.4.8",1,"","2009-08-03 13:00:00","2009-08-10 12:00:00","2009-08-03 13:00:00","2009-08-10 12:00:00","","",0,NULL,"22","2024-07-10 00:35:30.498784","2024-07-10 00:35:30.498784",""
"2591","Communicate CC deliverables to stakeholders","","1.3.1.1.4.8.1",1,"","2009-08-03 13:00:00","2009-08-04 12:00:00","2009-08-03 13:00:00","2009-08-04 12:00:00","","",0,NULL,"22","2024-07-10 00:35:30.586565","2024-07-10 00:35:30.586565",""
"2592","Resolve any stakeholder issues","","1.3.1.1.4.8.2",1,"","2009-08-04 13:00:00","2009-08-06 12:00:00","2009-08-04 13:00:00","2009-08-06 12:00:00","","",0,NULL,"22","2024-07-10 00:35:30.670506","2024-07-10 00:35:30.670506",""
"2593","Complete Concept Commit slide deck","","1.3.1.1.4.8.3",1,"","2009-08-06 13:00:00","2009-08-10 12:00:00","2009-08-06 13:00:00","2009-08-10 12:00:00","","",0,NULL,"22","2024-07-10 00:35:30.755055","2024-07-10 00:35:30.755055",""
"2594","CONCEPT COMMIT gate - Sign Off","","1.3.1.2",1,"","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","","",0,NULL,"22","2024-07-10 00:35:30.838521","2024-07-10 00:35:30.838521",""
"2595","Communicate POC results and next steps (Launch Plan) to all stakeholders and CVCM functions","","1.3.1.3",1,"","2009-08-10 13:00:00","2009-08-13 12:00:00","2009-08-10 13:00:00","2009-08-13 12:00:00","","",0,NULL,"22","2024-07-10 00:35:30.922652","2024-07-10 00:35:30.922652",""
"2596","EXECUTE COMMIT PHASE","","1.3.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"22","2024-07-10 00:35:31.006391","2024-07-10 00:35:31.006391",""
"2597","Using DQIm certify Org BDO","","1.3.2.1",1,"","2009-08-05 08:00:00","2009-09-15 17:00:00","2009-08-05 08:00:00","2009-09-15 17:00:00","","",0,NULL,"22","2024-07-10 00:35:31.086296","2024-07-10 00:35:31.086296",""
"2598","Launch Data Governance Program as per roadmap","","1.3.2.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"22","2024-07-10 00:35:31.17412","2024-07-10 00:35:31.17412",""
"2599","Discovery / Logistics","","1",3,"Chantal S","2024-05-29 22:37:10.456","2024-07-10 00:00:00","2024-10-10 00:00:00","2024-06-24 22:37:10.456","","",84,"7","1","2024-07-10 18:35:31.615631","2024-08-06 18:52:58.370192",""
"2600","Findings Validation","","1.2",3,"Chantal S","2024-05-29 22:37:10.456","2024-06-01 22:37:10.456","2024-06-07 22:37:10.456","2024-06-24 22:37:10.456","","",325,"7","1","2024-07-10 18:36:50.840152","2024-07-25 00:21:38.309493",""
"2601","Kick-off planning, related and kick-off","","1.3",3,"Chantal S","2024-05-30 22:37:10.456","2024-06-01 22:37:10.456","2024-06-08 22:37:10.456","2024-06-24 22:37:10.456","","",367,"7","1","2024-07-10 18:37:42.766813","2024-07-25 00:21:38.327792",""
"2602","Project WBS draft (meetings and setup)","","2.1",3,"Terry J","2024-06-05 22:37:10.456","2024-06-08 22:37:10.456","2024-07-10 00:00:00","2024-06-24 22:37:10.456","","",275,"3","1","2024-07-10 18:47:34.689761","2024-07-25 00:21:38.71514",""
"2603","Project finalization & Cadence and communication setup","","2.2",3,"Terry J","2024-06-08 22:37:10.456","2024-06-15 22:37:10.456","2024-07-10 00:00:00","2024-06-24 22:37:10.456","","",125,"3","1","2024-07-10 18:48:05.532229","2024-07-25 00:21:38.31225",""
"2609","Weekly report finalization","","2.3",3,"Terry J","2024-06-08 22:37:10.456","2024-06-15 22:37:10.456","2024-07-10 00:00:00","2024-06-22 22:37:10.456","","",100,"3","1","2024-07-10 19:30:03.936844","2024-07-25 00:21:38.357066",""
"2610","Ongoing project Management","","3.1",3,"Alison T","2024-05-30 22:37:10.456","2024-07-20 22:37:10.456","2024-10-10 00:00:00","2024-06-20 22:37:10.456","","",36,"12","1","2024-07-10 19:31:27.980458","2024-08-06 18:53:02.518887",""
"2611","Weekly report","","3.2",3,"Terry J","2024-06-30 22:37:10.456","2024-06-08 22:37:10.456","2024-06-15 22:37:10.456","2024-06-21 22:37:10.456","","",125,"3","1","2024-07-10 19:31:37.447103","2024-07-25 00:21:38.719289",""
"2613","SKUdb setup","","4.2",2,"Eli C","2024-05-30 22:37:10.456","2024-06-04 22:37:10.456","2024-06-17 22:37:10.456","2024-06-28 22:37:10.456","","",167,"14","1","2024-07-10 19:32:08.72727","2024-07-30 19:33:07.948312",""
"2614","Analyze attribution (Skudb setup…)","","4.1",2,"Ryan A","2024-05-30 22:37:10.456","2024-06-13 22:37:10.456","2024-06-16 22:37:10.456","2024-06-18 22:37:10.456","","",13,"13","1","2024-07-10 19:32:48.828799","2024-07-11 02:45:25.171443",""
"2615","classification taxonomy, navigation taxonomy and mapping between the two build:","","5.0",2,"Erika","2024-05-30 22:37:10.456","2024-06-06 22:37:10.456","2024-06-18 22:37:10.456","2024-06-21 22:37:10.456","","",50,"24","1","2024-07-10 19:32:58.944014","2024-07-25 00:38:45.934206",""
"2616","Classification Hierarchy V1","","5.1",3,"Chantal S","2024-05-30 22:37:10.456","2024-06-12 22:37:10.456","2024-10-20 00:00:00","2024-06-19 22:37:10.456","","",7,"7","1","2024-07-10 19:33:06.809114","2024-08-06 18:53:12.566141",""
"2617","Review and validation","","5.2",2,"Chantal S","2024-06-15 22:37:10.456","2024-06-22 22:37:10.456","2024-06-20 22:37:10.456","2024-06-21 22:37:10.456","","",25,"7","1","2024-07-10 19:33:14.977342","2024-07-11 02:45:25.172131",""
